TelepulesBp1Nv2egyeb3,teruletm2,szobAk,eptAtestApusategla1p,kozoskoltseg,Futesgazcirko1gazkonv,Emeletszutfszfelemf11,allapotfelujAtott1ujsze,Liftigen1nem0,Kilataspanorama1utcai,arEft
1,61,2,1," ",4,2,2,1,NA,57798
2,85,3,1," ",6,2,4,1,2,57747.75
1,99,4,1," ",4,2,4,1,3,57719.2
1,83,2,1," ",1,2,1,1,2,57700
1,83,2,1," ",1,2,1,1,2,57700
1,101,2.5,1," ",6,NA,3,NA,3,57600
3,82,2.5,1," ",4,2,4,1,2,57600
1,69,2,1," ",1,2,4,0,NA,57580
1,95,2.5,1," ",4,2,NA,NA,1,57500
1,75,3,1," ",4,2,4,1,2,57500
1,78,3,1," ",4,2,4,1,3,57500
1,63,3,1," ",4,3,4,1,2,57500
1,79,2.5,1,"NA",1,1,NA,0,3,57500
1,72,2.5,1," ",2,NA,3,NA,4,57500
1,93,2,1,"NA",4,2,NA,0,3,57500
1,69,2.5,1," ",1,1,1,1,2,57500
1,76,2.5,1," ",5,2,NA,1,2,57500
1,75,2,1," ",4,2,4,1,2,57500
1,78,3,1," ",4,2,4,1,3,57500
1,78,2.5,1," ",1,1,3,0,4,57500
1,98,3.5,1," ",1,NA,3,NA,2,57490
1,71,2.5,1," ",4,1,4,1,NA,57400
1,73,2.5,1," ",5,NA,1,NA,2,57400
1,67,2.5,1," ",4,1,4,1,NA,57400
2,98,3,1," ",6,2,4,1,3,57220.5
1,86,3,1," ",1,1,3,0,3,57199
1,86,3,1," ",1,1,3,NA,3,57199
1,66,2,1," ",5,3,2,1,NA,57100
1,61,2,1," ",1,1,3,NA,2,57100
1,103,3,1,"NA",6,2,NA,0,3,57000
3,67,2.5,1," ",4,1,3,NA,5,57000
3,67,2.5,1," ",4,1,3,NA,5,57000
1,103,3,1," ",6,2,3,0,NA,57000
1,93,3,1," ",1,1,3,0,NA,57000
1,87,3,1," ",2,2,6,0,NA,57000
1,71,3,1," ",1,1,3,NA,2,57000
1,71,3,1," ",1,1,1,NA,2,57000
1,83,3,1," ",2,3,5,1,NA,57000
1,117,2,1," ",1,1,1,1,2,57000
1,71,3.5,1," ",1,1,1,0,2,57000
3,59,2,1," ",6,1,4,1,1,57000
2,92,4,1," ",6,2,4,1,3,56998.5
1,54,2,1," ",4,2,4,1,4,56900
1,54,2.5,1," ",4,3,4,1,4,56900
1,85,1,1," ",1,2,3,1,2,56900
1,80,3.5,1," ",1,NA,3,NA,2,56900
1,89,4,1," ",1,2,NA,NA,2,56900
1,74,2,1," ",1,2,1,1,2,56900
1,61,3,1," ",4,2,2,1,3,56900
2,137,3.5,1," ",1,NA,NA,0,4,56900
1,81,2.5,1,"NA",2,2,NA,0,3,56900
1,71,2,1," ",5,2,NA,1,3,56900
1,83,2,1,"NA",3,1,NA,0,3,56900
1,86,2.5,1," ",1,NA,3,NA,3,56900
3,51,4,NA," ",NA,NA,NA,NA,NA,56900
1,77,2,1," ",5,3,NA,1,3,56900
1,53,2,1," ",1,1,2,1,NA,56900
1,76,3,1," ",4,2,1,1,2,56900
1,54,3,1," ",1,1,3,0,2,56900
3,53,2.5,1," ",4,2,4,1,3,56900
1,67,2,1," ",1,1,3,NA,3,56900
1,61,2,1," ",4,2,2,1,3,56900
1,101,3,1," ",2,2,5,0,NA,56899
1,64,2,1," ",4,1,2,1,NA,56870.263
1,71,3,1," ",5,3,2,1,NA,56856.8
3,71,3,1," ",1,1,4,0,1,56800
1,75,3,1," ",4,2,4,1,2,56750
1,75,3,1," ",4,2,4,1,2,56750
3,114,3.5,3,"NA",4,NA,NA,0,4,56745
1,62,2.5,1," ",4,2,3,1,NA,56600
1,62,2.5,1," ",4,2,3,1,NA,56600
1,62,2.5,1," ",4,2,3,NA,NA,56600
1,62,2,1," ",4,3,3,1,2,56500
1,85,3,1," ",2,2,3,1,2,56500
1,85,3,1," ",2,2,3,1,2,56500
1,64,2,1," ",1,NA,3,NA,2,56500
1,77,2.5,1," ",4,2,4,1,3,56500
1,55,2.5,1,"NA",1,NA,NA,0,3,56500
3,88,2.5,1,"NA",6,NA,NA,0,3,56500
1,118,3,1," ",6,2,5,0,NA,56500
3,92,3,1," ",1,1,4,0,3,56500
1,77,3,1," ",4,2,4,1,3,56500
1,62,2,1,"NA",6,2,NA,1,3,56439
1,62,2,1," ",4,3,1,1,2,56300
3,88,3.5,1," ",6,1,NA,NA,3,56300
1,42,1.5,1," ",6,1,4,1,4,56260
1,71,3,1," ",4,1,4,1,3,56200
1,71,3,1," ",4,1,4,1,3,56200
1,51,2,1," ",4,1,4,1,2,56200
1,65,2,1," ",3,2,2,0,NA,56000
1,74,3,1,"NA",3,2,NA,1,3,56000
1,65,2,1," ",3,2,2,0,NA,56000
3,75,3,1,"NA",6,NA,NA,1,1,56000
1,92,2,1," ",1,NA,3,NA,2,56000
1,48,1,1," ",1,2,3,1,2,56000
3,161,4,1,"NA",5,2,NA,0,1,56000
2,152,3.5,1," ",1,NA,NA,NA,4,56000
3,138,4,1," ",1,3,3,0,3,56000
3,160,4,NA," ",4,2,3,NA,2,56000
3,94,5,1," ",1,3,1,0,1,56000
2,144,3,1," ",6,2,4,1,1,56000
1,113,3.5,1," ",1,1,3,0,NA,55990
1,71,1.5,1," ",1,1,3,0,NA,55990
1,78,3,1," ",4,2,2,0,NA,55990
1,49,2,1," ",3,2,NA,NA,4,55990
1,41,2,1," ",4,1,2,1,NA,55990
1,44,2,1," ",4,3,4,1,2,55950
2,93,3,1," ",6,1,4,1,3,55944
1,70,2,1," ",1,2,2,1,NA,55900
3,60,3,1," ",1,2,4,NA,4,55900
1,61,3,1," ",4,2,2,0,NA,55900
1,61,3,1," ",5,2,3,NA,2,55900
1,56,2,1," ",NA,1,NA,NA,NA,55900
3,77,1.5,1," ",NA,NA,NA,NA,NA,55900
1,80,1.5,1," ",3,NA,NA,NA,4,55900
1,85,2.5,1,"NA",1,NA,NA,0,3,55900
1,89,3.5,1," ",1,1,3,1,NA,55900
1,58,2.5,1," ",6,NA,3,NA,3,55900
1,88,3,1," ",1,NA,1,NA,2,55900
1,67,3,1," ",1,1,1,0,4,55900
1,70,2.5,1," ",1,2,2,1,NA,55900
1,61,2,1," ",5,2,3,0,2,55900
3,96,1.5,1," ",6,1,4,0,1,55900
3,97,2,1," ",6,1,4,0,1,55900
1,103,3.5,1," ",1,NA,1,NA,2,55800
1,56,2,1," ",1,2,1,0,2,55800
1,56,2,1," ",1,2,1,NA,2,55800
3,92,4,1," ",4,1,4,1,1,55679
1,44,2,1," ",4,3,4,1,4,55650
1,59,2,NA," ",4,1,NA,NA,NA,55640
2,79,3,1," ",6,2,4,1,3,55583.25
1,55,2.5,1," ",1,1,2,0,NA,55500
1,58,2,1," ",1,2,3,NA,1,55500
1,58,2,1," ",1,2,3,NA,1,55500
1,58,2,1," ",4,3,1,1,2,55500
1,58,2,1," ",1,2,3,0,1,55500
1,58,2,1," ",1,2,3,0,1,55500
3,80,4,3," ",6,1,4,0,NA,55400
2,90,3,1," ",6,2,4,1,3,55361.25
1,75,3,1," ",4,2,4,1,2,55250
1,75,3,1," ",4,2,4,1,2,55250
3,99,5,3," ",6,NA,4,0,NA,55200
1,70,3,1," ",1,2,4,1,2,55090
1,70,3,1," ",1,2,4,1,2,55090
1,70,3,1," ",1,1,4,1,2,55090
1,70,3,1," ",1,2,4,1,2,55090
1,70,3,1," ",1,2,4,1,2,55090
1,70,3,1," ",1,1,4,1,2,55090
3,35,2,1," ",4,1,2,NA,NA,55000
1,95,3,1," ",1,1,2,0,NA,55000
3,105,4,1," ",1,NA,4,NA,5,55000
1,57,2,1," ",2,1,6,0,NA,55000
1,95,3,1," ",1,1,NA,NA,4,55000
3,124,5,1,"NA",4,NA,NA,0,4,55000
1,97,3,NA," ",2,1,NA,NA,NA,55000
1,88,3,1,"NA",1,NA,NA,0,1,55000
1,74,2.5,1," ",4,1,2,1,2,55000
1,95,2.5,1," ",1,1,2,0,NA,55000
1,95,3,1," ",1,1,2,0,NA,55000
1,97,3,NA," ",2,1,NA,NA,2,55000
1,91,3,1," ",4,2,2,1,NA,55000
1,91,3,1," ",4,2,2,1,NA,55000
1,95,3,1," ",6,1,3,0,NA,55000
1,69,2.5,1," ",4,3,4,1,3,55000
1,71,3,1,"NA",3,NA,NA,0,3,55000
1,92,3,1," ",4,3,2,1,2,55000
1,51,3,3,"NA",4,2,NA,0,3,55000
1,85,3,3," ",4,2,2,1,NA,55000
1,70,2,1," ",2,NA,5,NA,4,55000
1,95,3.5,1,"NA",6,NA,NA,0,3,55000
1,98,2,1,"NA",2,1,NA,0,3,55000
3,76,3,1," ",1,3,1,0,3,55000
1,69,2.5,1," ",4,3,4,1,3,55000
1,74,4,1," ",4,1,2,1,2,55000
2,140,4,1," ",1,2,1,0,1,55000
1,82,1,1," ",1,1,3,NA,2,54990
1,82,1,1," ",1,1,3,0,2,54990
2,82,4,1,"NA",NA,2,NA,1,4,54990
1,64,2.5,1," ",1,1,2,0,NA,54990
2,143,4.5,1," ",NA,NA,NA,0,4,54990
1,77,3,1," ",1,1,4,NA,2,54990
1,77,3,1," ",1,1,4,0,2,54990
1,86,4,1," ",1,NA,NA,0,3,54900
1,86,4,1," ",1,NA,NA,0,3,54900
1,70,3,1," ",1,2,3,0,NA,54900
1,54,2,1," ",4,1,2,1,NA,54900
1,65,3,NA," ",1,1,NA,NA,NA,54900
1,95,3,1," ",2,2,3,0,NA,54900
1,99,2.5,1,"NA",6,1,NA,0,3,54900
1,55,3,1," ",1,3,2,1,NA,54900
1,95,1.5,1,"NA",2,NA,NA,0,3,54900
1,70,3,1," ",1,2,3,0,NA,54900
1,63,3,1,"NA",1,2,NA,0,3,54900
1,81,2.5,1," ",2,2,5,NA,2,54900
1,81,2.5,1," ",2,2,5,0,2,54900
1,53,2.5,NA," ",2,2,NA,NA,NA,54900
1,70,2,3,"NA",6,2,NA,1,2,54900
1,70,3,1,"NA",6,2,NA,1,3,54900
1,84,3,1," ",4,NA,5,NA,4,54900
1,90,3.5,1," ",1,NA,NA,0,3,54900
1,83,3,1," ",2,1,5,0,2,54900
1,83,3,1," ",2,1,5,NA,2,54900
1,61,3,1," ",1,2,4,0,NA,54900
1,70,3,1," ",6,2,3,1,2,54900
1,73,4,1,"NA",1,2,NA,0,3,54900
1,96,2,1," ",1,2,6,NA,2,54900
1,95,3,1," ",2,2,5,0,2,54900
1,95,3,1," ",2,2,5,NA,2,54900
1,52,2.5,1,"NA",4,2,NA,0,1,54900
1,90,3.5,1," ",4,NA,5,NA,3,54900
1,78,3,1,"NA",3,NA,NA,0,3,54900
1,64,3,1," ",1,1,6,0,NA,54900
1,58,3,1,"NA",1,1,NA,0,1,54900
1,63,2,1," ",4,NA,3,NA,4,54900
1,73,2,1," ",1,2,1,0,2,54900
1,73,3,1," ",1,2,1,NA,2,54900
1,53,2.5,1," ",2,2,1,NA,4,54900
1,65,1.5,1," ",1,2,1,1,4,54900
1,53,2,1,"NA",2,2,NA,0,4,54900
1,53,4,1," ",2,2,1,0,4,54900
3,87,2.5,1," ",3,3,4,0,1,54900
3,87,2.5,1," ",3,3,4,0,1,54900
1,64,2,1," ",2,1,3,NA,4,54900
3,83,3,1," ",5,2,4,1,3,54900
3,124,2,1," ",1,1,1,0,4,54900
1,70,2,1," ",6,2,3,1,2,54900
1,50,2,1," ",3,2,2,1,1,54890
1,95,3,3," ",2,2,5,0,4,54800
1,73,2.5,1," ",1,1,5,1,2,54800
1,73,2.5,1," ",1,1,5,1,2,54800
1,84,2.5,1," ",1,3,6,1,1,54800
1,73,2.5,1," ",1,1,5,1,2,54800
1,86,3,3," ",6,2,4,1,NA,54771.2
1,86,3,3," ",6,2,4,1,NA,54771.2
1,86,3,3," ",6,1,4,1,NA,54771.2
1,86,3,3," ",6,2,4,1,NA,54771.2
1,78,3,1," ",4,1,4,1,3,54771.2
1,78,3,1," ",4,2,4,1,3,54771.2
1,73,2,1," ",1,1,3,1,NA,54750
3,82,3,1,"NA",1,1,NA,0,4,54700
1,71,2,1," ",5,2,2,1,NA,54641.6
2,88,2.5,1," ",6,2,4,1,3,54639.75
2,130,4,1," ",6,2,4,1,1,54550
1,65,2,1," ",1,2,4,0,NA,54530
1,103,4.5,2," ",5,NA,6,NA,3,54500
1,36,1.5,1," ",6,2,4,1,NA,54500
1,61,2.5,1," ",2,3,1,1,2,54500
1,61,2.5,1," ",2,3,1,1,2,54500
1,77,2.5,1," ",4,1,4,1,3,54500
1,75,2.5,1,"NA",1,2,NA,0,3,54500
3,51,2.5,NA," ",NA,NA,NA,NA,NA,54500
3,54,1.5,NA," ",NA,NA,NA,NA,NA,54500
1,61,2,1," ",1,3,6,0,1,54500
3,54,1.5,1," ",6,1,4,1,1,54500
3,52,2,1," ",6,1,4,1,1,54500
1,77,2,1," ",4,1,4,1,3,54500
3,67,3,1," ",6,1,4,0,1,54401.75
3,67,3,1," ",6,1,4,0,1,54401.75
1,44,2,1," ",4,2,4,1,2,54250
1,44,2,1," ",4,2,4,1,4,54250
1,75,2.5,3," ",5,3,3,1,NA,54200
1,81,2.5,1,"NA",2,2,NA,0,3,54200
1,80,2,1," ",6,1,3,0,2,54190
1,80,2,1," ",6,1,3,NA,2,54190
1,62,2,1," ",6,2,6,1,2,54000
1,89,3,1," ",1,2,2,1,NA,54000
1,67,2,1," ",4,2,4,1,NA,54000
1,71,2,1," ",1,1,NA,NA,2,54000
1,63,2,1,"NA",4,2,NA,0,3,54000
1,69,3,1," ",4,3,4,1,3,54000
3,208,3,1," ",1,1,4,0,1,54000
1,69,4,1," ",4,3,4,1,3,54000
2,60,1.5,1,"NA",5,NA,NA,0,4,53990
1,41,1.5,1," ",4,1,2,1,NA,53990
1,45,1.5,1," ",4,1,2,1,NA,53990
1,85,3,2," ",4,1,3,NA,3,53900
1,104,3,1," ",1,2,3,1,NA,53900
3,73,3.5,1,"NA",6,NA,NA,0,1,53900
1,75,2.5,1," ",1,1,3,0,NA,53900
1,62,2.5,1,"NA",4,2,NA,1,3,53900
1,65,2,1," ",3,2,1,1,2,53900
1,65,3,1," ",3,2,1,1,2,53900
1,85,3,1,"NA",NA,1,NA,1,3,53900
1,85,3,1," ",1,1,1,1,2,53900
1,85,2,1," ",6,1,1,1,2,53900
1,85,2,1," ",6,1,1,1,2,53900
1,73,2,1," ",1,1,1,NA,2,53900
1,73,3,1," ",1,1,1,0,2,53900
1,84,3,1," ",1,2,3,0,2,53900
1,84,2.5,1," ",1,2,3,NA,2,53900
1,75,2.5,1," ",1,1,3,0,NA,53900
1,75,2.5,1," ",1,1,3,0,NA,53900
1,85,2.5,2," ",4,1,3,0,3,53900
1,58,2,1," ",6,1,4,1,NA,53860
1,51,1,1," ",4,NA,4,NA,2,53800
1,83,3,1," ",2,2,5,0,2,53800
1,83,3,1," ",2,2,5,NA,2,53800
2,94,3,1," ",6,1,4,1,1,53797.638
2,94,3,1," ",6,1,4,1,1,53797.638
2,89,3,1," ",6,1,4,1,3,53779.5
1,72,2.5,1," ",4,1,4,1,3,53700
1,72,2.5,1," ",4,1,4,1,3,53700
1,68,3,1," ",1,2,4,1,2,53697
1,68,3,1," ",1,1,4,1,2,53697
1,68,3,1," ",1,1,4,1,2,53697
1,68,3,1," ",1,2,4,1,2,53697
2,90,2,1," ",6,2,4,1,3,53668.5
1,63,2,1," ",5,1,3,0,NA,53500
1,63,2,1,"NA",5,NA,NA,1,3,53500
1,55,2,NA," ",6,NA,3,NA,1,53500
1,56,2,3," ",3,2,2,0,NA,53500
1,69,3,1," ",4,2,4,1,3,53500
1,63,3,1,"NA",5,1,NA,0,3,53500
1,69,2,1," ",4,2,4,1,3,53500
2,93,3,1," ",6,2,4,1,1,53414.8
2,73,3,1," ",6,1,4,1,3,53391
1,70,3,1," ",3,NA,3,NA,4,53000
1,69,2.5,2," ",4,3,3,1,NA,53000
1,77,3,NA," ",6,2,NA,NA,NA,53000
1,77,3,1,"NA",6,2,NA,1,3,53000
1,82,4,1," ",1,NA,3,NA,3,53000
1,61,1,1,"NA",6,1,NA,1,3,53000
1,89,2,1," ",1,2,5,1,4,53000
3,84,2.5,1," ",1,1,4,NA,1,53000
3,157,4,1," ",1,NA,NA,0,3,53000
3,84,4,1," ",1,1,4,NA,1,53000
1,35,4,1," ",1,2,4,1,2,53000
1,41,1.5,1," ",1,1,2,0,NA,53000
1,121,1.5,1,"NA",6,NA,NA,0,3,53000
3,84,3.5,1," ",1,1,4,0,1,53000
1,27,1,1," ",4,3,1,1,2,53000
1,75,2,1," ",1,1,3,0,NA,52900
3,110,4.5,1," ",1,1,1,NA,4,52900
1,95,5,1," ",6,NA,NA,NA,3,52900
1,95,5,1," ",6,NA,NA,NA,3,52900
1,60,2,1,"NA",1,NA,NA,0,4,52900
1,59,3,NA," ",2,1,NA,NA,NA,52900
1,52,1.5,1," ",1,NA,1,NA,2,52900
1,48,2.5,1,"NA",3,NA,NA,0,4,52900
1,60,1.5,1," ",1,2,2,0,NA,52900
1,69,3,1," ",1,2,2,1,NA,52900
1,82,2.5,1," ",2,2,3,0,2,52900
1,59,3,1,"NA",2,NA,NA,0,4,52900
1,94,4,1,"NA",1,NA,NA,0,4,52900
1,94,4,1,"NA",1,NA,NA,0,4,52900
3,79,4,1,"NA",1,2,NA,0,1,52900
1,68,2,1," ",2,2,6,1,2,52900
1,68,2,1," ",2,2,6,1,2,52900
1,68,2,1," ",2,2,6,1,2,52900
1,41,2,1," ",3,1,NA,NA,1,52900
3,110,1.5,1," ",1,1,1,0,3,52900
1,95,3.5,1," ",1,1,4,0,3,52900
3,74,2,1,"NA",4,1,NA,0,4,52800
1,52,5,NA," ",4,3,3,1,1,52800
3,65,3,1," ",1,2,4,0,1,52800
1,66,2,1," ",NA,NA,5,NA,2,52700
1,57,2.5,1," ",4,NA,4,NA,2,52700
1,47,1.5,1,"NA",1,3,NA,1,1,52700
2,87,3,1," ",6,1,4,1,3,52669.5
1,66,2.5,1," ",1,2,4,1,2,52594.5
1,66,2.5,1," ",1,1,4,1,2,52594.5
1,66,2.5,1," ",1,1,4,1,2,52594.5
1,66,2.5,1," ",1,2,4,1,2,52594.5
1,63,1.5,1," ",1,1,4,0,NA,52580
1,55,2,NA," ",4,2,NA,NA,NA,52560
1,50,2,1,"NA",4,NA,NA,1,4,52500
1,76,2,1," ",2,NA,3,NA,2,52500
1,82,2,2,"NA",5,2,NA,0,4,52500
1,75,1.5,1," ",1,1,3,NA,3,52500
1,75,3,1," ",1,3,3,0,3,52500
1,77,3,1," ",1,1,3,1,NA,52500
1,82,2.5,1," ",4,3,6,0,3,52500
1,56,2.5,1," ",4,2,1,1,1,52500
1,56,2.5,1," ",4,2,1,1,1,52500
1,56,1.5,1," ",4,2,1,1,1,52500
1,53,2,1," ",2,1,5,0,2,52500
1,69,2,1," ",1,1,3,0,NA,52450
3,76,3,NA," ",4,1,3,NA,2,52101.61
1,61,2,1,"NA",5,NA,NA,1,4,52000
1,61,2.5,1," ",5,NA,3,NA,1,52000
1,54,2,1,"NA",2,2,NA,0,3,52000
1,73,2.5,1," ",1,1,2,0,NA,52000
1,61,2,1," ",4,2,2,1,NA,52000
1,73,2.5,1," ",1,1,2,0,NA,52000
1,78,4,1," ",1,1,1,0,2,52000
1,78,4,1," ",1,1,1,NA,2,52000
1,73,2,2," ",5,3,3,1,4,52000
1,46,3,1," ",1,1,1,NA,2,52000
1,69,3,1," ",4,1,4,1,3,52000
1,121,1.5,1," ",1,1,3,NA,2,52000
1,121,1.5,1," ",1,1,3,0,2,52000
1,84,3,1," ",1,NA,1,NA,2,52000
1,115,3,1," ",3,1,1,0,4,52000
1,73,3.5,2," ",5,3,3,1,4,52000
1,46,3.5,1," ",1,1,1,0,2,52000
1,69,2.5,1," ",4,1,4,1,3,52000
1,57,1,1," ",4,2,4,1,1,52000
1,74,3,1," ",1,NA,NA,NA,NA,51990
1,49,2,1," ",4,1,3,1,3,51990
1,50,2,1," ",4,1,5,1,4,51990
1,48,1.5,1," ",4,3,4,1,3,51990
1,49,2,1," ",4,1,3,1,3,51990
1,48,2,1," ",4,3,4,1,3,51990
3,87,3,1," ",1,1,4,NA,5,51949
1,65,2.5,1," ",6,2,3,0,NA,51900
1,75,1.5,1," ",5,NA,3,NA,1,51900
1,65,3,1," ",1,1,3,0,NA,51900
1,59,2,1," ",1,NA,1,NA,4,51900
1,63,2,1," ",4,2,2,0,NA,51900
1,61,2.5,1," ",6,1,3,1,2,51900
1,59,1,1," ",2,1,1,0,4,51900
1,59,1,1," ",2,1,1,NA,4,51900
1,80,3,2," ",5,NA,3,NA,4,51900
1,51,3,1," ",1,1,1,NA,4,51900
1,51,3,1," ",1,1,1,0,4,51900
1,61,3,1," ",6,1,3,1,2,51900
1,52,3,1," ",1,1,3,0,3,51900
2,90,3.5,1," ",3,1,4,0,3,51894
2,104,3,1," ",6,1,4,1,3,51882.5
1,61,2,1,"NA",1,1,NA,1,3,51850
1,54,2,1,"NA",6,2,NA,1,3,51813
1,66,3,1," ",4,3,4,1,3,51750
1,66,3,1," ",4,3,4,1,3,51750
1,64,2.5,1," ",4,1,4,1,NA,51700
1,63,2.5,1," ",4,1,4,1,NA,51700
1,65,2.5,1," ",4,1,2,1,4,51650
1,65,2.5,1," ",4,1,2,1,4,51650
1,87,2.5,1,"NA",1,2,NA,0,3,51500
1,60,3,1," ",2,NA,1,NA,4,51500
1,27,2.5,1,"NA",1,NA,NA,0,4,51500
3,103,3,1," ",1,2,2,1,NA,51487
3,85,4,1," ",1,2,4,1,4,51487
3,73,3.5,1,"NA",4,1,NA,0,4,51300
2,85,4,1," ",6,1,4,1,3,51282
3,91,3,1," ",4,1,4,0,1,51268
3,95,3,1," ",4,2,4,1,5,51178
1,63,2,1," ",1,2,3,0,NA,51000
1,69,2.5,1," ",4,2,4,1,3,51000
1,75,3,1," ",6,NA,NA,0,3,51000
1,60,3,1," ",2,1,6,1,NA,51000
1,64,3,1,"NA",1,NA,NA,0,3,51000
1,69,2,1," ",4,2,4,1,3,51000
1,62,2.5,1," ",NA,1,1,NA,NA,51000
1,67,2,1," ",4,2,4,1,NA,50965.6
1,61,1.5,1," ",1,1,4,0,NA,50960
1,61,1.5,1," ",1,1,4,0,NA,50960
1,60,2,1," ",1,NA,3,NA,1,50900
1,42,2,1," ",1,1,3,NA,1,50900
1,94,2,1," ",1,2,3,1,1,50900
3,62,3,1," ",1,NA,2,NA,3,50900
1,64,3,1," ",1,NA,3,NA,2,50900
1,51,1.5,1," ",NA,1,2,1,5,50900
1,42,2,1," ",1,1,3,0,1,50900
2,84,3,1," ",6,2,4,1,3,50810.25
3,54,2,1," ",1,2,4,0,1,50800
1,68,3,1," ",4,2,4,1,3,50750
1,68,3,1," ",4,2,4,1,3,50750
3,91,4,NA," ",4,1,3,NA,2,50628.71
1,62,2,1,"NA",5,1,NA,1,3,50504.344
1,57,2.5,1," ",4,NA,4,NA,2,50500
1,57,2,1," ",4,2,3,0,NA,50500
1,72,3,1," ",1,1,4,0,3,50500
1,50,1.5,1," ",6,1,4,1,NA,50360
1,42,1.5,1," ",6,1,4,1,4,50360
2,85,3,1," ",6,1,4,1,2,50338.5
1,68,3,1," ",4,2,4,1,3,50250
1,68,3,1," ",4,2,4,1,3,50250
2,87,3,1," ",6,1,4,1,1,50250
1,57,2.5,1," ",4,NA,4,NA,2,50100
1,76,2.5,1," ",2,2,6,0,NA,50000
1,72,2.5,1," ",1,2,3,0,NA,50000
1,44,1,1,"NA",6,1,NA,1,4,50000
1,72,2.5,1," ",1,2,3,0,NA,50000
1,65,3,3," ",4,2,6,NA,3,50000
1,48,3,1," ",NA,1,1,NA,3,50000
1,82,2,1," ",1,1,3,NA,2,50000
1,94,4,3," ",1,1,4,0,NA,50000
1,94,2,3," ",1,1,4,0,NA,50000
1,54,2,1," ",4,2,6,0,2,50000
1,81,1.5,1,"NA",1,NA,NA,0,3,50000
1,51,4,1," ",6,1,1,NA,3,50000
1,54,3,1,"NA",1,2,NA,0,3,50000
1,83,2,1," ",6,2,5,1,NA,50000
1,76,1,1," ",2,2,6,0,NA,50000
1,63,2.5,1,"NA",1,NA,NA,1,4,50000
3,100,2.5,1," ",6,1,3,0,3,50000
2,87,1,1," ",6,1,4,1,1,50000
1,78,3,1," ",NA,1,4,NA,NA,50000
1,45,2,1," ",1,1,3,1,3,49999.999
3,67,3,1," ",6,1,4,0,1,49999
1,61,2.5,1," ",2,1,2,0,NA,49990
1,61,2.5,1," ",2,1,2,0,NA,49990
1,69,2,1," ",1,2,1,NA,2,49990
1,69,3,1," ",1,2,1,0,2,49990
1,64,3,1,"NA",2,2,NA,1,1,49990
1,72,2.5,1," ",1,1,5,NA,2,49990
1,61,3,1," ",2,1,2,0,NA,49990
1,44,2.5,1," ",4,1,4,1,3,49990
3,84,3,1," ",1,1,4,0,4,49973
3,84,3,1," ",1,1,4,NA,4,49950
1,68,2.5,1," ",1,1,2,0,NA,49900
1,63,2.5,1," ",2,2,6,1,NA,49900
1,71,2.5,1," ",3,1,2,1,NA,49900
1,50,2.5,1," ",2,1,3,NA,3,49900
1,42,2.5,1," ",3,2,2,1,2,49900
1,109,2.5,1," ",2,2,3,1,NA,49900
1,94,4,1," ",1,1,3,0,NA,49900
1,42,3.5,1,"NA",3,2,NA,1,3,49900
1,100,2.5,1," ",1,1,3,0,NA,49900
1,109,2.5,1," ",2,2,3,1,NA,49900
3,87,4,1," ",1,1,4,NA,4,49900
1,85,3,1," ",6,2,5,0,NA,49900
1,56,2.5,1," ",6,1,1,NA,3,49900
1,77,2,1," ",1,1,3,0,NA,49900
1,57,2,NA," ",5,NA,1,NA,1,49900
1,77,2,1," ",1,1,1,0,3,49900
1,77,2,1," ",1,1,1,NA,3,49900
1,80,2,2," ",5,NA,1,NA,1,49900
1,77,2,1," ",2,2,6,1,NA,49900
1,52,3.5,1," ",4,2,2,1,3,49900
3,55,3,1," ",1,1,NA,0,1,49900
1,78,2,1," ",1,2,5,NA,2,49900
1,83,2,1," ",1,NA,3,NA,2,49900
1,62,1.5,1," ",4,2,2,1,NA,49900
1,66,2,1," ",1,1,NA,NA,2,49900
1,50,2,1," ",4,1,NA,1,4,49900
1,62,3,1," ",4,2,2,1,NA,49900
1,59,2.5,NA," ",1,1,NA,NA,NA,49900
1,69,2,NA," ",4,3,NA,NA,NA,49900
1,43,2,1,"NA",4,NA,NA,0,3,49900
1,59,2.5,1,"NA",1,1,NA,1,4,49900
1,60,2.5,1," ",4,1,2,1,NA,49900
1,68,3,1," ",1,1,2,0,NA,49900
1,81,1.5,1," ",2,2,3,0,2,49900
1,69,2.5,2,"NA",4,3,NA,1,3,49900
1,66,2,2,"NA",4,2,NA,0,3,49900
1,48,2.5,1," ",4,2,3,1,1,49900
1,52,2,1,"NA",4,3,NA,1,3,49900
3,55,2,1," ",1,1,4,0,4,49900
1,63,3,1,"NA",1,2,NA,0,3,49900
2,71,3,1,"NA",5,NA,NA,1,3,49900
1,43,1.5,NA," ",3,2,NA,NA,NA,49900
1,63,1.5,NA," ",1,2,NA,NA,NA,49900
1,43,2,1,"NA",3,2,NA,0,3,49900
3,152,2,2," ",1,NA,NA,NA,NA,49900
1,56,3,1," ",4,2,1,1,1,49900
2,120,3,1,"NA",1,NA,NA,0,3,49900
1,70,1.5,1," ",1,2,3,1,2,49900
1,70,3,1," ",1,2,3,1,2,49900
2,85,1.5,1," ",4,1,4,NA,NA,49900
1,56,4,1,"NA",4,2,NA,1,1,49900
1,100,2,1," ",1,NA,NA,0,3,49900
3,83,2,1," ",1,1,4,NA,3,49900
1,60,5,1," ",4,1,2,1,NA,49900
3,83,2,1," ",1,1,4,NA,3,49900
3,50,2,1,"NA",6,NA,NA,1,1,49900
