"","telepules","ar_e_ft","terulet_m_2","szobak","epites_tipusa","futes","emelet","ing_allapota","lift","megye","egesz_szoba","felszobak_szama","regio"
"186","Budapest VIII ker",19900,28,"1","tégla","villany",2,"felújítandó","0","Budapest",1,0,"Budapest"
"187","Budapest VIII ker",23500,31,"1","tégla","gaz",2,"jó állapotú","0","Budapest",1,0,"Budapest"
"188","Budapest XIV ker",26500,35,"1","tégla","gaz",2,"jó állapotú","0","Budapest",1,0,"Budapest"
"189","Budapest VII ker",23000,32,"1","tégla","egyeb",2,"közepes állapotú","0","Budapest",1,0,"Budapest"
"190","Budapest VII ker",37900,47,"1","tégla","villany",2,"felújított","0","Budapest",1,0,"Budapest"
"191","Budapest XIII ker",29960,36,"1","tégla","gaz",2,"felújított","0","Budapest",1,0,"Budapest"
"192","Budapest IX ker",56000,48,"1","tégla","gaz",2,"jó állapotú","1","Budapest",1,0,"Budapest"
"193","Budapest VIII ker",30500,55,"1","tégla","gaz",2,"újszerű","1","Budapest",1,0,"Budapest"
"194","Budapest VII ker",37900,39,"1","tégla","gaz",2,"jó állapotú","0","Budapest",1,0,"Budapest"
"195","Miskolc",12607.5,34,"1","tégla","kozponti",2,"új építésű","1","Borsod-Abaúj-Zemplén",1,0,"Eszak_Magyarorszag"
"196","Budapest VIII ker",27000,29,"1","tégla","kozponti",2,"új építésű","1","Budapest",1,0,"Budapest"
"197","Budapest VIII ker",27000,29,"1","tégla","kozponti",2,"építés alatt","1","Budapest",1,0,"Budapest"
"198","Kaposvár",13900,38,"1","tégla","gaz",2,"jó állapotú","1","Somogy",1,0,"Del_Dunantul"
"199","Budapest XI ker",34900,27,"1","tégla","villany",2,"felújított","0","Budapest",1,0,"Budapest"
"200","Budapest XI ker",33999,40,"1","tégla","gaz",2,"felújított","0","Budapest",1,0,"Budapest"
"201","Kazincbarcika",8565,37,"1","tégla","gaz",2,"jó állapotú","0","Borsod-Abaúj-Zemplén",1,0,"Eszak_Magyarorszag"
"202","Budapest VII ker",27900,39,"1","tégla","gaz",2,"közepes állapotú","0","Budapest",1,0,"Budapest"
"203","Budapest X ker",23900,41,"1","tégla","gaz",2,"közepes állapotú","0","Budapest",1,0,"Budapest"
"204","Budapest VIII ker",22900,27,"1","tégla","villany",2,"felújított","0","Budapest",1,0,"Budapest"
"205","Veszprém",21900,32,"1","tégla","gaz",2,"újszerű","0","Veszprém",1,0,"Kozep_Dunantul"
"206","Balatonföldvár",32990,36,"1","tégla","egyeb",2,"új építésű","1","Somogy",1,0,"Del_Dunantul"
"207","Budapest VIII ker",22900,38,"1","tégla","gaz",2,"felújított","0","Budapest",1,0,"Budapest"
"208","Budapest VI ker",32900,41,"1","tégla","gaz",2,"felújított","0","Budapest",1,0,"Budapest"
"209","Budapest IX ker",34500,36,"1","tégla","tavfutes",2,"új építésű","1","Budapest",1,0,"Budapest"
"210","Budapest VIII ker",24600,27,"1","tégla","gaz",2,"újszerű","0","Budapest",1,0,"Budapest"
"211","Budapest III ker",33200,34,"1","tégla","gaz",2,"felújított","0","Budapest",1,0,"Budapest"
"212","Budapest III ker",35900,42,"1","tégla","villany",2,"felújított","0","Budapest",1,0,"Budapest"
"213","Budapest XVII ker",22000,27,"1","panel","kozponti",2,"felújított","0","Budapest",1,0,"Budapest"
"214","Budapest VI ker",34990,30,"1","tégla","gaz",2,"felújított","0","Budapest",1,0,"Budapest"
"215","Budapest IX ker",34000,37,"1","tégla","tavfutes",2,"új építésű","1","Budapest",1,0,"Budapest"
"216","Budapest VII ker",28900,30,"1","tégla","gaz",2,"jó állapotú","0","Budapest",1,0,"Budapest"
"217","Budapest XIV ker",23500,38,"1","tégla","gaz",2,"közepes állapotú","1","Budapest",1,0,"Budapest"
"218","Budapest VIII ker",21900,27,"1","tégla","villany",2,"jó állapotú","0","Budapest",1,0,"Budapest"
"219","Veszprém",29000,46,"1","tégla","kozponti",2,"új építésű","0","Veszprém",1,0,"Kozep_Dunantul"
"220","Budapest XI ker",33900,42,"1","tégla","gaz",1,"jó állapotú","0","Budapest",1,0,"Budapest"
"221","Tatabánya",13800,40,"1","tégla","tavfutes",1,"jó állapotú","0","Komárom-Esztergom",1,0,"Kozep_Dunantul"
"222","Budapest IV ker",17990,33,"1","tégla","gaz",1,"újszerű","0","Budapest",1,0,"Budapest"
"223","Budapest VI ker",26700,27,"1","tégla","gaz",1,"közepes állapotú","0","Budapest",1,0,"Budapest"
"224","Budapest VIII ker",22500,31,"1","tégla","gaz",1,"felújítandó","0","Budapest",1,0,"Budapest"
"225","Budapest XIV ker",27500,43,"1","tégla","gaz",1,"jó állapotú","0","Budapest",1,0,"Budapest"
"226","Budapest XX ker",18900,31,"1","tégla","gaz",1,"újszerű","0","Budapest",1,0,"Budapest"
"227","Budapest XX ker",22300,30,"1","tégla","kozponti",1,"jó állapotú","1","Budapest",1,0,"Budapest"
"228","Budapest X ker",23900,38,"1","tégla","tavfutes",1,"felújított","0","Budapest",1,0,"Budapest"
"229","Budapest X ker",25700,38,"1","panel","tavfutes",1,"jó állapotú","1","Budapest",1,0,"Budapest"
"230","Budapest XIII ker",33500,39,"1","tégla","kozponti",1,"felújítandó","1","Budapest",1,0,"Budapest"
"231","Budapest VIII ker",23990,31,"1","tégla","gaz",1,"jó állapotú","0","Budapest",1,0,"Budapest"
"232","Budapest VI ker",46000,51,"1","tégla","gaz",1,"jó állapotú","1","Budapest",1,0,"Budapest"
"233","Budapest IX ker",28900,30,"1","tégla","gaz",1,"újszerű","0","Budapest",1,0,"Budapest"
"234","Budapest VII ker",27900,27,"1","tégla","gaz",1,"közepes állapotú","0","Budapest",1,0,"Budapest"
"235","Budapest X ker",23990,37,"1","tégla","gaz",1,"jó állapotú","0","Budapest",1,0,"Budapest"
"236","Budapest VIII ker",28000,37,"1","tégla","gaz",1,"jó állapotú","0","Budapest",1,0,"Budapest"
"237","Budapest VIII ker",19000,24,"1","tégla","gaz",1,"jó állapotú","0","Budapest",1,0,"Budapest"
"238","Budapest XIII ker",33500,39,"1","tégla","kozponti",1,"felújítandó","1","Budapest",1,0,"Budapest"
"239","Budapest VII ker",29000,40,"1","tégla","gaz",1,"közepes állapotú","0","Budapest",1,0,"Budapest"
"240","Budapest VII ker",34900,47,"1","tégla","gaz",1,"jó állapotú","0","Budapest",1,0,"Budapest"
"241","Budapest XI ker",39990,34,"1","tégla","kozponti",1,"új építésű","1","Budapest",1,0,"Budapest"
"242","Budapest XII ker",27200,32,"1","tégla","egyeb",1,"jó állapotú","1","Budapest",1,0,"Budapest"
"243","Vác",21900,42,"1","panel","kozponti",1,"jó állapotú","1","Pest",1,0,"Pest"
"244","Budapest XIII ker",36000,43,"1","tégla","gaz",1,"újszerű","1","Budapest",1,0,"Budapest"
"245","Budapest VII ker",26900,30,"1","tégla","gaz",1,"újszerű","0","Budapest",1,0,"Budapest"
"246","Budapest VIII ker",23990,29,"1","tégla","gaz",1,"közepes állapotú","0","Budapest",1,0,"Budapest"
"247","Budapest XIII ker",37500,60,"1","tégla","gaz",1,"jó állapotú","0","Budapest",1,0,"Budapest"
"248","Budapest VII ker",33000,39,"1","tégla","gaz",1,"jó állapotú","1","Budapest",1,0,"Budapest"
"249","Budapest VIII ker",31900,34,"1","tégla","kozponti",1,"újszerű","1","Budapest",1,0,"Budapest"
"250","Budapest XIV ker",26000,34,"1","tégla","kozponti",1,"közepes állapotú","0","Budapest",1,0,"Budapest"
"251","Budapest VII ker",22900,27,"1","tégla","gaz",1,"közepes állapotú","0","Budapest",1,0,"Budapest"
"252","Székesfehérvár",11900,28,"1","tégla","gaz",1,"közepes állapotú","0","Fejér",1,0,"Kozep_Dunantul"
"253","Budapest XIV ker",23900,38,"1","tégla","villany",1,"jó állapotú","1","Budapest",1,0,"Budapest"
"254","Fót",24900,40,"1","tégla","kozponti",1,"jó állapotú","0","Pest",1,0,"Pest"
"255","Sopron",22900,29,"1","tégla","gaz",1,"felújított","0","Gyor-Moson-Sopron",1,0,"Nyugat_Dunantul"
"256","Budapest VII ker",32000,44,"1","tégla","gaz",1,"közepes állapotú","1","Budapest",1,0,"Budapest"
"257","Kecskemét",16900,34,"1","panel","tavfutes",1,"jó állapotú","0","Bács-Kiskun",1,0,"Del_Alfold"
"258","Budapest IX ker",29900,37,"1","tégla","gaz",1,"felújított","0","Budapest",1,0,"Budapest"
"259","Budapest XVI ker",33990,36,"1","tégla","kozponti",1,"újszerű","0","Budapest",1,0,"Budapest"
"260","Budapest VI ker",21800,22,"1","tégla","gaz",1,"felújított","0","Budapest",1,0,"Budapest"
"261","Budapest VIII ker",19200,23,"1","tégla","gaz",1,"jó állapotú","0","Budapest",1,0,"Budapest"
"262","Budapest VIII ker",24900,31,"1","tégla","gaz",1,"újszerű","0","Budapest",1,0,"Budapest"
"263","Budapest XIV ker",23500,32,"1","tégla","gaz",1,"felújítandó","0","Budapest",1,0,"Budapest"
"264","Budapest I ker",25900,20,"1","tégla","villany",1,"felújított","1","Budapest",1,0,"Budapest"
"265","Budapest I ker",25900,20,"1","tégla","villany",1,"felújított","1","Budapest",1,0,"Budapest"
"266","Budapest XIII ker",22500,32,"1","tégla","gaz",1,"felújítandó","0","Budapest",1,0,"Budapest"
"267","Budapest VII ker",43900,50,"1","tégla","villany",1,"felújított","0","Budapest",1,0,"Budapest"
"268","Zamárdi",13700,23,"1","tégla","egyeb",1,"közepes állapotú","0","Somogy",1,0,"Del_Dunantul"
"269","Budapest XIV ker",25900,38,"1","tégla","gaz",1,"jó állapotú","0","Budapest",1,0,"Budapest"
"270","Budapest VII ker",34900,58,"1","tégla","gaz",1,"felújítandó","0","Budapest",1,0,"Budapest"
"271","Budapest VIII ker",16990,24,"1","tégla","villany",1,"közepes állapotú","0","Budapest",1,0,"Budapest"
"272","Budapest VII ker",33000,39,"1","tégla","gaz",1,"jó állapotú","1","Budapest",1,0,"Budapest"
"273","Kazincbarcika",4300,21,"1","tégla","tavfutes",1,"közepes állapotú","0","Borsod-Abaúj-Zemplén",1,0,"Eszak_Magyarorszag"
"274","Budapest VII ker",29900,35,"1","tégla","gaz",1,"jó állapotú","1","Budapest",1,0,"Budapest"
"275","Budapest VI ker",46000,54,"1","tégla","gaz",1,"felújított","1","Budapest",1,0,"Budapest"
"276","Budapest VI ker",46000,54,"1","tégla","gaz",1,"felújított","1","Budapest",1,0,"Budapest"
"277","Budapest VII ker",17900,24,"1","tégla","gaz",1,"felújítandó","0","Budapest",1,0,"Budapest"
"278","Budapest XIII ker",32900,40,"1","tégla","tavfutes",1,"közepes állapotú","1","Budapest",1,0,"Budapest"
"279","Budapest XIII ker",21500,26,"1","tégla","gaz",1,"felújítandó","0","Budapest",1,0,"Budapest"
"280","Budapest XIII ker",32900,40,"1","tégla","tavfutes",1,"közepes állapotú","1","Budapest",1,0,"Budapest"
"281","Budapest VIII ker",34900,43,"1","tégla","kozponti",1,"jó állapotú","0","Budapest",1,0,"Budapest"
"282","Budapest VIII ker",28000,37,"1","tégla","gaz",1,"jó állapotú","0","Budapest",1,0,"Budapest"
"283","Budapest VII ker",32000,44,"1","tégla","gaz",1,"közepes állapotú","1","Budapest",1,0,"Budapest"
"284","Budapest XIV ker",27500,43,"1","tégla","gaz",1,"jó állapotú","0","Budapest",1,0,"Budapest"
"285","Budapest XIII ker",27500,30,"1","tégla","egyeb",1,"újszerű","0","Budapest",1,0,"Budapest"
"286","Budapest VIII ker",27900,32,"1","tégla","gaz",1,"újszerű","0","Budapest",1,0,"Budapest"
"287","Budapest XIV ker",23900,38,"1","tégla","villany",1,"jó állapotú","1","Budapest",1,0,"Budapest"
"288","Budapest XIII ker",33500,39,"1","tégla","kozponti",1,"felújítandó","1","Budapest",1,0,"Budapest"
"289","Budapest II ker",32900,35,"1","tégla","gaz",1,"jó állapotú","0","Budapest",1,0,"Budapest"
"290","Budapest XI ker",33900,42,"1","tégla","gaz",1,"jó állapotú","0","Budapest",1,0,"Budapest"
"291","Budapest VII ker",21900,18,"1","tégla","villany",1,"újszerű","1","Budapest",1,0,"Budapest"
"292","Budapest XIV ker",31400,42,"1","tégla","gaz",1,"újszerű","1","Budapest",1,0,"Budapest"
"293","Budapest IX ker",34900,54,"1","tégla","gaz",1,"közepes állapotú","1","Budapest",1,0,"Budapest"
"294","Budapest VI ker",42000,43,"1","tégla","villany",1,"jó állapotú","0","Budapest",1,0,"Budapest"
"295","Budapest XII ker",477100,367,"1","egyéb","gaz",1,"újszerű","1","Budapest",1,0,"Budapest"
"296","Budapest XVIII ker",34430,43,"1","tégla","gaz",1,"új építésű","0","Budapest",1,0,"Budapest"
"297","Budapest XVIII ker",35880,40,"1","tégla","gaz",1,"új építésű","0","Budapest",1,0,"Budapest"
"298","Budapest VII ker",26900,28,"1","tégla","gaz",1,"jó állapotú","0","Budapest",1,0,"Budapest"
"299","Budapest IX ker",29900,30,"1","tégla","egyeb",1,"új építésű","1","Budapest",1,0,"Budapest"
"300","Budapest VII ker",29000,40,"1","tégla","gaz",1,"felújítandó","0","Budapest",1,0,"Budapest"
"301","Budapest IX ker",28900,30,"1","tégla","gaz",1,"újszerű","0","Budapest",1,0,"Budapest"
"302","Budapest VI ker",33590,34,"1","tégla","gaz",1,"felújított","1","Budapest",1,0,"Budapest"
"303","Miskolc",12607.5,34,"1","tégla","kozponti",1,"új építésű","1","Borsod-Abaúj-Zemplén",1,0,"Eszak_Magyarorszag"
"304","Budapest XIV ker",31400,42,"1","tégla","gaz",1,"újszerű","1","Budapest",1,0,"Budapest"
"305","Szolnok",19000,40,"1","tégla","gaz",1,"felújított","0","Jász-Budapestgykun-Szolnok",1,0,"Eszak_Alfold"
"306","Budapest IV ker",18270,23,"1","tégla","villany",1,"újszerű","0","Budapest",1,0,"Budapest"
"307","Budapest XIV ker",25200,29,"1","tégla","villany",1,"új építésű","0","Budapest",1,0,"Budapest"
"308","Budapest XIV ker",33000,41,"1","tégla","villany",1,"felújított","0","Budapest",1,0,"Budapest"
"309","Budapest XIV ker",26200,30,"1","tégla","villany",1,"új építésű","0","Budapest",1,0,"Budapest"
"310","Budapest XIV ker",19500,23,"1","tégla","villany",1,"új építésű","0","Budapest",1,0,"Budapest"
"311","Budapest XIV ker",19500,23,"1","tégla","villany",1,"új építésű","0","Budapest",1,0,"Budapest"
"312","Budapest XIV ker",20500,24,"1","tégla","egyeb",1,"új építésű","0","Budapest",1,0,"Budapest"
"313","Budapest VII ker",51900,61,"1","tégla","gaz",1,"jó állapotú","1","Budapest",1,0,"Budapest"
"314","Budapest VII ker",51900,61,"1","tégla","gaz",1,"jó állapotú","1","Budapest",1,0,"Budapest"
"315","Budapest XIV ker",23100,32,"1","tégla","villany",1,"felújított","0","Budapest",1,0,"Budapest"
"316","Budapest VI ker",26700,27,"1","tégla","gaz",1,"közepes állapotú","0","Budapest",1,0,"Budapest"
"317","Budapest VIII ker",29000,39,"1","tégla","gaz",1,"jó állapotú","0","Budapest",1,0,"Budapest"
"318","Budapest VIII ker",34900,43,"1","tégla","kozponti",1,"jó állapotú","0","Budapest",1,0,"Budapest"
"319","Budapest VII ker",26500,42,"1","tégla","gaz",1,"felújított","1","Budapest",1,0,"Budapest"
"320","Budapest IX ker",28900,30,"1","tégla","gaz",1,"újszerű","0","Budapest",1,0,"Budapest"
"321","Budapest X ker",20500,38,"1","egyéb","tavfutes",1,"közepes állapotú","1","Budapest",1,0,"Budapest"
"322","Kecskemét",18300,36,"1","tégla","kozponti",1,"újszerű","1","Bács-Kiskun",1,0,"Del_Alfold"
"323","Budapest XIV ker",27690,40,"1","tégla","villany",1,"újszerű","0","Budapest",1,0,"Budapest"
"324","Miskolc",13900,42,"1","tégla","gaz",1,"közepes állapotú","0","Borsod-Abaúj-Zemplén",1,0,"Eszak_Magyarorszag"
"325","Budapest VI ker",48900,37,"1","tégla","gaz",1,"újszerű","0","Budapest",1,0,"Budapest"
"326","Budapest I ker",47390,53,"1","tégla","gaz",1,"felújított","1","Budapest",1,0,"Budapest"
"327","Budapest XIII ker",28900,35,"1","tégla","kozponti",1,"újszerű","0","Budapest",1,0,"Budapest"
"328","Budapest VIII ker",34000,34,"1","tégla","kozponti",1,"újszerű","1","Budapest",1,0,"Budapest"
"329","Budapest VIII ker",34000,34,"1","tégla","kozponti",1,"újszerű","1","Budapest",1,0,"Budapest"
"330","Budapest VII ker",32000,44,"1","tégla","gaz",1,"közepes állapotú","1","Budapest",1,0,"Budapest"
"331","Budapest XIV ker",27900,40,"1","tégla","gaz",1,"közepes állapotú","0","Budapest",1,0,"Budapest"
"332","Budapest VIII ker",23990,29,"1","tégla","gaz",1,"közepes állapotú","0","Budapest",1,0,"Budapest"
"333","Budapest VIII ker",19000,24,"1","tégla","gaz",1,"jó állapotú","0","Budapest",1,0,"Budapest"
"334","Budapest VII ker",27900,27,"1","tégla","gaz",1,"közepes állapotú","0","Budapest",1,0,"Budapest"
"335","Budapest XIV ker",27690,40,"1","tégla","villany",1,"újszerű","0","Budapest",1,0,"Budapest"
"336","Budapest IV ker",18900,31,"1","tégla","gaz",1,"közepes állapotú","0","Budapest",1,0,"Budapest"
"337","Balatonföldvár",13780,17,"1","tégla","egyeb",1,"újszerű","1","Somogy",1,0,"Del_Dunantul"
"338","Szombathely",14454,32,"1","tégla","kozponti",1,"új építésű","1","Vas",1,0,"Nyugat_Dunantul"
"339","Budapest VIII ker",29300,50,"1","tégla","gaz",1,"újszerű","0","Budapest",1,0,"Budapest"
"340","Budapest XIII ker",30500,35,"1","tégla","kozponti",1,"új építésű","1","Budapest",1,0,"Budapest"
"341","Budapest XIV ker",21900,40,"1","tégla","gaz",1,"közepes állapotú","0","Budapest",1,0,"Budapest"
"342","Budapest VII ker",41500,46,"1","tégla","gaz",1,"felújított","0","Budapest",1,0,"Budapest"
"343","Budapest XIII ker",26000,30,"1","tégla","gaz",1,"felújított","0","Budapest",1,0,"Budapest"
"344","Budapest VIII ker",19500,25,"1","tégla","gaz",1,"közepes állapotú","0","Budapest",1,0,"Budapest"
"345","Budapest VII ker",29900,34,"1","tégla","gaz",1,"jó állapotú","1","Budapest",1,0,"Budapest"
"346","Balatonlelle",23900,32,"1","tégla","gaz",1,"új építésű","0","Somogy",1,0,"Del_Dunantul"
"347","Budapest XIII ker",37500,60,"1","tégla","gaz",1,"jó állapotú","0","Budapest",1,0,"Budapest"
"348","Budapest VIII ker",37500,40,"1","tégla","gaz",0,"közepes állapotú","0","Budapest",1,0,"Budapest"
"349","Budapest X ker",23900,36,"1","tégla","gaz",0,"jó állapotú","0","Budapest",1,0,"Budapest"
"350","Budapest VIII ker",21900,25,"1","tégla","villany",0,"újszerű","1","Budapest",1,0,"Budapest"
"351","Budapest VIII ker",28800,24,"1","tégla","gaz",0,"közepes állapotú","0","Budapest",1,0,"Budapest"
"352","Budapest XX ker",14900,31,"1","tégla","gaz",0,"jó állapotú","0","Budapest",1,0,"Budapest"
"353","Budapest VIII ker",25500,24,"1","tégla","gaz",0,"újszerű","0","Budapest",1,0,"Budapest"
"354","Budapest XIV ker",22900,34,"1","tégla","villany",0,"újszerű","0","Budapest",1,0,"Budapest"
"355","Budapest VII ker",21700,24,"1","tégla","gaz",0,"felújított","0","Budapest",1,0,"Budapest"
"356","Budapest XIV ker",24300,28,"1","tégla","gaz",0,"felújított","0","Budapest",1,0,"Budapest"
"357","Budapest XIV ker",28900,36,"1","tégla","egyeb",0,"újszerű","0","Budapest",1,0,"Budapest"
"358","Budapest VIII ker",25500,25,"1","tégla","gaz",0,"újszerű","0","Budapest",1,0,"Budapest"
"359","Budapest XX ker",11000,28,"1","tégla","villany",0,"közepes állapotú","0","Budapest",1,0,"Budapest"
"360","Budapest XIV ker",24900,32,"1","tégla","gaz",0,"jó állapotú","0","Budapest",1,0,"Budapest"
"361","Budapest III ker",19900,23,"1","tégla","gaz",0,"jó állapotú","0","Budapest",1,0,"Budapest"
"362","Budapest XIV ker",29900,35,"1","tégla","gaz",0,"jó állapotú","0","Budapest",1,0,"Budapest"
"363","Budapest VI ker",31500,40,"1","tégla","gaz",0,"jó állapotú","0","Budapest",1,0,"Budapest"
"364","Budapest XIV ker",30500,45,"1","tégla","gaz",0,"jó állapotú","0","Budapest",1,0,"Budapest"
"365","Budapest VIII ker",17900,28,"1","tégla","gaz",0,"jó állapotú","0","Budapest",1,0,"Budapest"
"366","Budapest VI ker",22500,25,"1","tégla","gaz",0,"közepes állapotú","0","Budapest",1,0,"Budapest"
"367","Budapest VIII ker",21700,36,"1","tégla","villany",0,"közepes állapotú","0","Budapest",1,0,"Budapest"
"368","Budapest XIII ker",23500,32,"1","tégla","gaz",0,"jó állapotú","1","Budapest",1,0,"Budapest"
"369","Budapest X ker",24500,27,"1","tégla","gaz",0,"jó állapotú","0","Budapest",1,0,"Budapest"
"370","Budapest XIV ker",25200,38,"1","tégla","villany",0,"közepes állapotú","0","Budapest",1,0,"Budapest"
"371","Budapest III ker",27900,57,"1","panel","kozponti",0,"jó állapotú","1","Budapest",1,0,"Budapest"
"372","Budapest IV ker",18500,27,"1","tégla","gaz",0,"jó állapotú","0","Budapest",1,0,"Budapest"
