Település;ár_EFt;terulet;Szobák;Építéstípusa;Futés;Emelet;Ing. állapota;Lift;Megye;egészszoba;félszobákszáma
Budapest XIV ker;21500;26;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest IX ker;20800;28;1;egyéb;távfűtés;0;jó állapotú;igen;Budapest;1;0
Budapest IX ker;19900;26;1;tégla;gáz (konvektor);0;jó állapotú;igen;Budapest;1;0
Budapest IX ker;20800;28;1;NA;távfűtés;0;jó állapotú;igen;Budapest;1;0
Budapest XIX ker;22900;37;1;panel;központi;0;újszerű;igen;Budapest;1;0
Budapest IX ker;24500;35;1;tégla;gáz (konvektor);0;jó állapotú;NA;Budapest;1;0
Budapest VI ker;21800;21;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest I ker;25990;29;1;tégla;központi;0;közepes állapotú;nem;Budapest;1;0
Budapest X ker;13900;30;1;tégla;gáz (konvektor);0;közepes állapotú;nincs;Budapest;1;0
Budapest IX ker;24500;35;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest VI ker;21800;22;1;tégla;gáz (konvektor);0;felújított;NA;Budapest;1;0
Budapest IX ker;32500;40;1;tégla;gáz (konvektor);0;újszerű;nem;Budapest;1;0
Budapest II ker;31800;32;1;tégla;gáz;0;közepes állapotú;NA;Budapest;1;0
Budapest IX ker;24500;35;1;tégla;gáz (konvektor);0;jó állapotú;NA;Budapest;1;0
Pécs;18490;38;1;tégla;gáz (konvektor);0;felújított;nem;Baranya;1;0
Budapest III ker;28900;36;1;tégla;gáz;0;felújított;NA;Budapest;1;0
Budapest XIV ker;29900;35;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest III ker;19900;23;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest I ker;24500;25;1;tégla;központi;0;felújítandó;igen;Budapest;1;0
Budapest III ker;28900;31;1;NA;villany;0;NA;NA;Budapest;1;0
Budapest XI ker;34900;39;1;NA;központi;0;NA;NA;Budapest;1;0
Budapest VI ker;19490;22;1;tégla;gáz (konvektor);0;felújítandó;nem;Budapest;1;0
Budapest VI ker;19490;22;1;tégla;gáz (konvektor);0;felújítandó;NA;Budapest;1;0
Budapest XIV ker;28500;34;1;egyéb;központi;0;felújított;igen;Budapest;1;0
Budapest XIV ker;29800;37;1;tégla;gáz (cirko);0;felújított;NA;Budapest;1;0
Budapest XIV ker;29800;37;1;tégla;gáz (cirko);0;felújított;nem;Budapest;1;0
Budapest VII ker;34900;41;1;tégla;gáz (cirko);0;közepes állapotú;NA;Budapest;1;0
Budapest XIV ker;22900;34;1;tégla;villany;0;újszerű;nem;Budapest;1;0
Budapest VIII ker;26400;30;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest XI ker;29400;33;1;tégla;gáz (konvektor);0;felújított;NA;Budapest;1;0
Budapest XX ker;11600;30;1;tégla;gáz;0;felújítandó;NA;Budapest;1;0
Budapest VII ker;33900;41;1;tégla;gáz (cirko);0;közepes állapotú;NA;Budapest;1;0
Budapest V ker;36500;36;1;NA;gáz (cirko);0;NA;NA;Budapest;1;0
Budapest III ker;31900;31;1;tégla;központi;0;felújított;igen;Budapest;1;0
Budapest VII ker;33900;41;1;tégla;gáz (cirko);0;közepes állapotú;nem;Budapest;1;0
Budapest IV ker;22900;40;1;tégla;villany;0;jó állapotú;nem;Budapest;1;0
Budapest IV ker;22900;40;1;tégla;villany;0;jó állapotú;nem;Budapest;1;0
Budapest XX ker;23900;37;1;tégla;gáz (konvektor);0;felújított;nem;Budapest;1;0
Budapest XX ker;23900;37;1;tégla;gáz (konvektor);0;felújított;NA;Budapest;1;0
Budapest XIV ker;21500;26;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Tatabánya;11900;34;1;tégla;központi;0;közepes állapotú;nem;Komárom-Esztergom;1;0
Budapest XIV ker;21500;26;1;tégla;gáz (konvektor);0;jó állapotú;NA;Budapest;1;0
Budapest VII ker;39900;27;1;tégla;gáz (konvektor);0;felújított;nem;Budapest;1;0
Budapest VI ker;39700;54;1;tégla;gáz (konvektor);0;felújított;nem;Budapest;1;0
Budapest XV ker;17500;32;1;tégla;egyéb;0;jó állapotú;nem;Budapest;1;0
Budapest IV ker;18100;29;1;tégla;gáz (konvektor);0;közepes állapotú;nem;Budapest;1;0
Budapest IX ker;29600;40;1;tégla;gáz;0;jó állapotú;NA;Budapest;1;0
Budapest XI ker;38500;43;1;tégla;távfűtés;0;felújított;igen;Budapest;1;0
Budapest XI ker;38500;43;1;tégla;távfűtés;0;felújított;igen;Budapest;1;0
Budapest XV ker;35000;90;1;tégla;gáz (konvektor);0;közepes állapotú;nem;Budapest;1;0
Budapest IX ker;22900;38;1;egyéb;gáz (konvektor);0;közepes állapotú;nem;Budapest;1;0
Veszprém;15400;28;1;tégla;gáz (konvektor);0;jó állapotú;nem;Veszprém;1;0
Budapest I ker;29900;36;1;tégla;gáz (cirko);0;felújítandó;igen;Budapest;1;0
Budapest III ker;27900;31;1;tégla;gáz;0;jó állapotú;NA;Budapest;1;0
Budapest XIII ker;19900;24;1;tégla;villany;0;NA;NA;Budapest;1;0
Budapest XIV ker;19900;29;1;tégla;gáz;0;felújított;NA;Budapest;1;0
Budapest IV ker;19500;19;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest VIII ker;26900;31;1;tégla;gáz (cirko);0;felújított;NA;Budapest;1;0
Budapest VIII ker;26900;31;1;tégla;gáz (cirko);0;felújított;nem;Budapest;1;0
Budapest IX ker;17500;27;1;tégla;villany;0;jó állapotú;NA;Budapest;1;0
Budapest VII ker;29900;32;1;tégla;gáz (cirko);0;felújított;igen;Budapest;1;0
Budapest XIX ker;19900;40;1;tégla;gáz (konvektor);0;felújított;nem;Budapest;1;0
Budapest XIX ker;19900;40;1;tégla;gáz (konvektor);0;felújított;NA;Budapest;1;0
Sopron;7990;10;1;tégla;villany;0;felújított;igen;Gyor-Moson-Sopron;1;0
Budapest VII ker;29900;41;1;tégla;egyéb;0;újszerű;igen;Budapest;1;0
Budapest XIII ker;32200;41;1;tégla;gáz (konvektor);0;jó állapotú;igen;Budapest;1;0
Budapest VII ker;22900;30;1;tégla;gáz;0;közepes állapotú;igen;Budapest;1;0
Budapest VII ker;27240;27;1;tégla;villany;0;újszerű;igen;Budapest;1;0
Budapest XIII ker;27700;29;1;tégla;gáz (cirko);0;újszerű;nem;Budapest;1;0
Budapest VII ker;29900;33;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest XIV ker;30500;45;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest VII ker;27340;25;1;tégla;villany;0;újszerű;nem;Budapest;1;0
Budapest VIII ker;28900;47;1;tégla;gáz (konvektor);0;újszerű;nem;Budapest;1;0
Budapest XV ker;23000;41;1;tégla;gáz (konvektor);0;közepes állapotú;nem;Budapest;1;0
Budapest VIII ker;25500;25;1;tégla;gáz (cirko);0;újszerű;nem;Budapest;1;0
Budapest XIII ker;20500;25;1;tégla;villany;0;újszerű;nem;Budapest;1;0
Budapest VIII ker;21900;25;1;tégla;villany;0;újszerű;igen;Budapest;1;0
Budapest VIII ker;17900;28;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest XIV ker;24180;25;1;tégla;villany;0;újszerű;nem;Budapest;1;0
Budapest VII ker;19900;27;1;tégla;gáz (konvektor);0;felújítandó;igen;Budapest;1;0
Budapest VIII ker;19800;34;1;tégla;gáz;0;jó állapotú;nem;Budapest;1;0
Budapest XV ker;19900;36;1;tégla;gáz (cirko);0;jó állapotú;nem;Budapest;1;0
Budapest IV ker;27900;30;1;tégla;egyéb;0;jó állapotú;nem;Budapest;1;0
Veszprém;15400;32;1;panel;távfűtés;0;jó állapotú;nem;Veszprém;1;0
Budapest IV ker;27900;30;1;tégla;egyéb;0;jó állapotú;NA;Budapest;1;0
Budapest XV ker;16900;36;1;tégla;gáz (cirko);0;közepes állapotú;NA;Budapest;1;0
Budapest XV ker;16900;36;1;tégla;gáz (cirko);0;közepes állapotú;nem;Budapest;1;0
Sopron;20990;53;1;tégla;gáz (cirko);0;felújított;nem;Gyor-Moson-Sopron;1;0
Várpalota;12390;38;1;tégla;gáz (cirko);0;NA;NA;Veszprém;1;0
Budapest IX ker;260000;957;1;tégla;gáz (cirko);0;felújítandó;nem;Budapest;1;0
Budapest X ker;19900;28;1;tégla;gáz (konvektor);0;NA;NA;Budapest;1;0
Budapest XIV ker;22900;34;1;tégla;villany;0;újszerű;nem;Budapest;1;0
Budapest X ker;23900;36;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest IV ker;17990;23;1;tégla;gáz (konvektor);0;felújított;nem;Budapest;1;0
Budapest VII ker;44990;50;1;tégla;gáz (konvektor);0;újszerű;NA;Budapest;1;0
Budapest XX ker;18900;35;1;tégla;gáz (konvektor);0;felújítandó;NA;Budapest;1;0
Budapest XV ker;13700;22;1;tégla;gáz (cirko);0;közepes állapotú;NA;Budapest;1;0
Budapest XV ker;13700;22;1;tégla;gáz (cirko);0;közepes állapotú;nem;Budapest;1;0
Budapest XIII ker;8300;8;1;tégla;villany;0;felújítandó;nem;Budapest;1;0
Miskolc;11787.5;34;1;tégla;központi;0;új építésű;igen;Borsod-Abaúj-Zemplén;1;0
Budapest VII ker;27240;27;1;tégla;villany;0;újszerű;igen;Budapest;1;0
Budapest VII ker;26100;27;1;tégla;villany;0;újszerű;igen;Budapest;1;0
Budapest VII ker;27340;25;1;tégla;villany;0;újszerű;nem;Budapest;1;0
Budapest XIV ker;20800;32;1;tégla;gáz (cirko);0;felújított;nem;Budapest;1;0
Budapest XIV ker;20800;32;1;tégla;gáz (cirko);0;felújított;NA;Budapest;1;0
Szolnok;2900;47;1;tégla;NA;0;közepes állapotú;NA;Jász-Budapestgykun-Szolnok;1;0
Miskolc;23766.5;43;1;tégla;egyéb;0;új építésű;igen;Borsod-Abaúj-Zemplén;1;0
Budapest XX ker;18900;35;1;tégla;gáz (konvektor);0;felújítandó;NA;Budapest;1;0
Budapest XX ker;18900;35;1;tégla;gáz (konvektor);0;felújítandó;nem;Budapest;1;0
Budapest XXII ker;15490;29;1;tégla;gáz (konvektor);0;felújított;nem;Budapest;1;0
Budapest XIV ker;30990;44;1;tégla;villany;0;felújított;NA;Budapest;1;0
Budapest XIV ker;33900;50;1;tégla;villany;0;újszerű;NA;Budapest;1;0
Budapest XIV ker;33900;50;1;tégla;villany;0;újszerű;nem;Budapest;1;0
Budapest XIII ker;19990;24;1;tégla;villany;0;felújított;NA;Budapest;1;0
Budapest XIII ker;19990;24;1;tégla;villany;0;felújított;nem;Budapest;1;0
Budapest XIII ker;23900;21;1;tégla;villany;0;felújított;nem;Budapest;1;0
Budapest XIV ker;30990;44;1;tégla;villany;0;felújított;nem;Budapest;1;0
Budapest IV ker;18500;24;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest VIII ker;28800;24;1;tégla;gáz (konvektor);0;közepes állapotú;nem;Budapest;1;0
Budapest VII ker;27350;27;1;tégla;villany;0;újszerű;nem;Budapest;1;0
Budapest V ker;45900;37;1;tégla;központi;0;felújított;igen;Budapest;1;0
Budapest V ker;45900;37;1;tégla;központi;0;felújított;igen;Budapest;1;0
Balatonföldvár;34990;37;1;tégla;egyéb;0;új építésű;igen;Somogy;1;0
Budapest VII ker;21900;27;1;tégla;gáz (konvektor);0;közepes állapotú;nem;Budapest;1;0
Sopron;20990;48;1;tégla;gáz (cirko);0;felújított;nem;Gyor-Moson-Sopron;1;0
Budapest XIV ker;25000;28;1;tégla;gáz (konvektor);0;felújítandó;nem;Budapest;1;0
Oroszlány;12500;39;1;NA;központi;0;jó állapotú;NA;Komárom-Esztergom;1;0
Budapest XI ker;28900;40;1;tégla;gáz (konvektor);0;felújítandó;igen;Budapest;1;0
Budapest IV ker;19490;35;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest IV ker;19490;35;1;tégla;gáz (konvektor);0;jó állapotú;NA;Budapest;1;0
Budapest XIII ker;39900;36;1;tégla;központi;0;újszerű;igen;Budapest;1;0
Budapest XIII ker;39900;36;1;tégla;központi;0;újszerű;igen;Budapest;1;0
Miskolc;8200;36;1;tégla;gáz (konvektor);0;felújítandó;nem;Borsod-Abaúj-Zemplén;1;0
Budapest XIV ker;14500;26;1;tégla;villany;0;közepes állapotú;nem;Budapest;1;0
Budapest VII ker;20500;24;1;tégla;gáz (konvektor);0;felújítandó;nem;Budapest;1;0
Budapest VII ker;20500;24;1;tégla;gáz (konvektor);0;felújítandó;NA;Budapest;1;0
Budapest XIV ker;14500;26;1;tégla;villany;0;közepes állapotú;NA;Budapest;1;0
Székesfehérvár;26500;34;1;tégla;központi;0;új építésű;nem;Fejér;1;0
Kecskemét;15500;30;1;panel;központi;0;felújított;nem;Bács-Kiskun;1;0
Budapest III ker;31900;31;1;tégla;egyéb;0;újszerű;NA;Budapest;1;0
Budapest XIV ker;25000;28;1;tégla;gáz (konvektor);0;felújítandó;nem;Budapest;1;0
Budapest VII ker;21900;27;1;tégla;gáz (konvektor);0;közepes állapotú;nem;Budapest;1;0
Budapest XV ker;23500;35;1;tégla;gáz (konvektor);0;közepes állapotú;nem;Budapest;1;0
Budapest VII ker;28800;29;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest IV ker;27990;35;1;tégla;villany;0;jó állapotú;nem;Budapest;1;0
Kecskemét;16250;31;1;panel;központi;0;felújított;nem;Bács-Kiskun;1;0
Kecskemét;16000;30;1;panel;központi;0;felújított;nem;Bács-Kiskun;1;0
Kecskemét;15500;30;1;panel;központi;0;felújított;nem;Bács-Kiskun;1;0
Budapest XIV ker;22900;34;1;tégla;villany;0;jó állapotú;NA;Budapest;1;0
Budapest XIV ker;22900;34;1;tégla;villany;0;jó állapotú;nem;Budapest;1;0
Budapest XV ker;18900;37;1;tégla;gáz (konvektor);0;közepes állapotú;nem;Budapest;1;0
Budapest XIII ker;26490;32;1;tégla;távfűtés;0;közepes állapotú;igen;Budapest;1;0
Balatonföldvár;14700;18;1;tégla;egyéb;0;újszerű;igen;Somogy;1;0
Pécs;8500;28;1;tégla;gáz (konvektor);0;jó állapotú;nem;Baranya;1;0
Budapest XV ker;22390;32;1;tégla;gáz (konvektor);0;jó állapotú;NA;Budapest;1;0
Budapest XX ker;19900;35;1;tégla;gáz (cirko);0;felújítandó;NA;Budapest;1;0
Budapest XIII ker;18900;22;1;tégla;gáz (konvektor);0;jó állapotú;igen;Budapest;1;0
Budapest IX ker;28900;38;1;tégla;gáz (cirko);0;jó állapotú;NA;Budapest;1;0
Budapest VII ker;44990;50;1;tégla;gáz (konvektor);0;újszerű;NA;Budapest;1;0
Budapest XVIII ker;18500;50;1;tégla;egyéb;0;közepes állapotú;nem;Budapest;1;0
Budapest XIV ker;22800;28;1;tégla;gáz (konvektor);0;újszerű;nem;Budapest;1;0
Budapest XV ker;20600;32;1;tégla;gáz (konvektor);0;NA;NA;Budapest;1;0
Budapest VIII ker;12990;29;1;tégla;villany;0;bontásra;nem;Budapest;1;0
Budapest IX ker;28900;38;1;tégla;gáz (cirko);0;jó állapotú;NA;Budapest;1;0
Budapest IX ker;28900;38;1;tégla;gáz (cirko);0;jó állapotú;nem;Budapest;1;0
Székesfehérvár;19900;38;1;NA;gáz (konvektor);0;NA;NA;Fejér;1;0
Budapest VI ker;31990;18;1;tégla;villany;0;felújított;nem;Budapest;1;0
Balatonfüred;38000;30;1;tégla;egyéb;0;új építésű;igen;Veszprém;1;0
Budapest XIV ker;25200;38;1;tégla;villany;0;közepes állapotú;nem;Budapest;1;0
Budapest VII ker;44990;50;1;tégla;gáz (konvektor);0;újszerű;nem;Budapest;1;0
Balatonlelle;24900;37;1;tégla;gáz (cirko);0;építés alatt;nem;Somogy;1;0
Budapest XV ker;22390;32;1;tégla;gáz (konvektor);0;jó állapotú;nem;Budapest;1;0
Budapest VI ker;35900;30;1;tégla;gáz (konvektor);0;NA;NA;Budapest;1;0
Budapest VIII ker;21700;36;1;tégla;villany;0;közepes állapotú;nem;Budapest;1;0
Budapest XIII ker;8300;8;1;tégla;villany;0;felújítandó;nem;Budapest;1;0
Vir;2722500075;50;1;tégla;egyéb;0;felújított;nem;Budapest;1;0
Budapest XX ker;19900;35;1;tégla;gáz (cirko);0;felújítandó;nem;Budapest;1;0
Budapest XIII ker;18900;22;1;tégla;gáz (konvektor);0;jó állapotú;igen;Budapest;1;0
Budapest XIII ker;15400;26;1;tégla;villany;-1;újszerű;nem;Budapest;1;0
Budapest XIV ker;21800;29;1;tégla;gáz (konvektor);-1;jó állapotú;nem;Budapest;1;0
Budapest XIII ker;19700;50;1;tégla;villany;-1;újszerű;nem;Budapest;1;0
Budapest VIII ker;29900;91;1;tégla;gáz (cirko);-1;felújítandó;nem;Budapest;1;0
Budapest XIII ker;17750;55;1;tégla;egyéb;-1;NA;NA;Budapest;1;0
Budapest XIV ker;20990;38;1;tégla;gáz (konvektor);-1;felújítandó;igen;Budapest;1;0
Budapest XIV ker;21900;39;1;tégla;villany;-1;jó állapotú;nem;Budapest;1;0
Budapest XIV ker;20900;39;1;tégla;villany;-1;felújított;NA;Budapest;1;0
Budapest XIV ker;20900;39;1;tégla;villany;-1;felújított;nem;Budapest;1;0
Budapest XIV ker;14990;18;1;tégla;villany;-1;közepes állapotú;nem;Budapest;1;0
Budapest XIV ker;14990;18;1;tégla;villany;-1;közepes állapotú;NA;Budapest;1;0
Budapest XIV ker;20900;38;1;tégla;gáz (konvektor);-1;felújítandó;nem;Budapest;1;0
Budapest XIV ker;20900;43;1;tégla;gáz (konvektor);-1;felújított;igen;Budapest;1;0
Budapest XIV ker;20900;38;1;tégla;gáz (konvektor);-1;felújítandó;nem;Budapest;1;0
Budapest XIV ker;20900;38;1;tégla;gáz (konvektor);-1;felújítandó;NA;Budapest;1;0
Budapest XI ker;23990;41;1;tégla;gáz (cirko);-1;felújított;NA;Budapest;1;0
Budapest XI ker;23990;41;1;tégla;gáz (cirko);-1;felújított;nem;Budapest;1;0
Budapest XI ker;23750;32;1;tégla;gáz (konvektor);-1;közepes állapotú;nem;Budapest;1;0
Budapest XI ker;23750;32;1;tégla;gáz (konvektor);-1;közepes állapotú;NA;Budapest;1;0
Budapest XIV ker;19990;27;1;tégla;gáz (cirko);-1;újszerű;nem;Budapest;1;0
Budapest XIV ker;23900;38;1;tégla;gáz (cirko);-1;közepes állapotú;nem;Budapest;1;0
Budapest VIII ker;17900;37;1;tégla;villany;-1;jó állapotú;NA;Budapest;1;0
Budapest VI ker;52000;115;1;tégla;villany;-1;felújított;nem;Budapest;1;0
Budapest VIII ker;17900;37;1;tégla;villany;-1;jó állapotú;nem;Budapest;1;0
Budapest VI ker;39800;47;2;tégla;gáz (konvektor);NA;jó állapotú;NA;Budapest;2;0
Budapest XIV ker;31900;53;2;tégla;távfűtés;NA;jó állapotú;NA;Budapest;2;0
Budapest I ker;52000;61;2;tégla;távfűtés;NA;NA;van;Budapest;2;0
Budapest VII ker;29500;40;2;tégla;villany;NA;felújított;NA;Budapest;2;0
Pápa;12490;57;2;tégla;NA;NA;NA;nincs;Veszprém;2;0
Pécs;15500;54;2;panel;távfűtés;NA;NA;nincs;Baranya;2;0
Budapest XII ker;42750;57;2;tégla;gáz (cirko);NA;jó állapotú;NA;Budapest;2;0
Budakeszi;27900;60;2;vegyes;NA;NA;közepes állapotú;NA;Pest;2;0
Budapest VII ker;26500;40;2;tégla;villany;NA;NA;van;Budapest;2;0
Budapest XX ker;24900;45;2;panel;távfűtés;NA;NA;van;Budapest;2;0
Budapest X ker;25900;52;2;tégla;gáz (cirko);NA;jó állapotú;NA;Budapest;2;0
Budapest VII ker;29500;40;2;tégla;villany;NA;NA;van;Budapest;2;0
Budapest III ker;26500;51;2;panel;távfűtés;NA;felújított;NA;Budapest;2;0
Budapest II ker;52700;66;2;tégla;NA;NA;felújítandó;NA;Budapest;2;0
Budapest II ker;37900;53;2;tégla;gáz (konvektor);NA;felújítandó;NA;Budapest;2;0
Budapest IX ker;29800;52;2;tégla;gáz (konvektor);NA;jó állapotú;NA;Budapest;2;0
Budapest XII ker;40000;52;2;tégla;gáz (konvektor);NA;NA;nincs;Budapest;2;0
Szeged;16990;47;2;panel;távfűtés;NA;NA;NA;Csongrád;2;0
Vác;25900;46;2;vegyes;gáz (cirko);NA;jó állapotú;NA;Pest;2;0
Budapest XII ker;41900;55;2;tégla;gáz (konvektor);NA;jó állapotú;NA;Budapest;2;0
Kemence;3200;50;2;egyéb;egyéb;NA;felújítandó;NA;Pest;2;0
Budapest VII ker;27800;38;2;tégla;gáz (konvektor);NA;jó állapotú;NA;Budapest;2;0
Budapest XX ker;34500;52;2;tégla;egyéb;NA;NA;NA;Budapest;2;0
Vác;41900;72;2;tégla;gáz (cirko);NA;felújított;igen;Pest;2;0
Budapest VII ker;59900;90;2;tégla;NA;NA;jó állapotú;igen;Budapest;2;0
Szentendre;44900;48;2;tégla;gáz (cirko);NA;új építésű;NA;Pest;2;0
Gyor;24990;51;2;NA;gáz (cirko);NA;NA;NA;Gyor-Moson-Sopron;2;0
Budapest IX ker;69000;68;2;tégla;gáz (cirko);NA;NA;van;Budapest;2;0
Gyor;18200;53;2;NA;távfűtés;NA;NA;NA;Gyor-Moson-Sopron;2;0
Budapest VII ker;38000;56;2;NA;egyéb;NA;NA;NA;Budapest;2;0
Gyor;18000;41;2;NA;távfűtés;NA;NA;NA;Gyor-Moson-Sopron;2;0
Budapest XVI ker;34500;40;2;tégla;központi;NA;jó állapotú;NA;Budapest;2;0
Medgyesegyháza;4200;60;2;NA;gáz (konvektor);NA;NA;NA;Békés;2;0
Gyor;22000;55;2;NA;távfűtés;NA;NA;NA;Gyor-Moson-Sopron;2;0
Békéscsaba;11800;48;2;NA;gáz (konvektor);NA;NA;NA;Békés;2;0
Budapest I ker;44900;55;2;tégla;gáz (konvektor);NA;jó állapotú;NA;Budapest;2;0
Gyor;17490;35;2;NA;gáz (cirko);NA;NA;NA;Gyor-Moson-Sopron;2;0
Gyor;31490;62;2;NA;távfűtés;NA;NA;NA;Gyor-Moson-Sopron;2;0
Gyor;18999.9;34;2;NA;gáz (cirko);NA;NA;NA;Gyor-Moson-Sopron;2;0
Gyor;24900;59;2;NA;gáz (konvektor);NA;NA;NA;Gyor-Moson-Sopron;2;0
Budapest VIII ker;44900;48;2;tégla;központi;NA;új építésű;NA;Budapest;2;0
Gyor;21500;55;2;NA;távfűtés;NA;NA;NA;Gyor-Moson-Sopron;2;0
Budapest XIII ker;36900;72;2;tégla;gáz (konvektor);NA;jó állapotú;NA;Budapest;2;0
Békéscsaba;13900;57;2;NA;központi;NA;NA;NA;Békés;2;0
Gyor;26000;50;2;NA;távfűtés;NA;NA;NA;Gyor-Moson-Sopron;2;0
Budapest XX ker;34500;48;2;tégla;egyéb;NA;NA;NA;Budapest;2;0
Budapest XIII ker;49900;57;2;NA;távfűtés;NA;felújított;NA;Budapest;2;0
Baja;12900;55;2;panel;távfűtés;NA;NA;nincs;Bács-Kiskun;2;0
Gyor;19200;49;2;NA;távfűtés;NA;NA;NA;Gyor-Moson-Sopron;2;0
Budapest X ker;26900;71;2;tégla;gáz (cirko);NA;NA;nincs;Budapest;2;0
Békéscsaba;12900;58;2;NA;gáz (konvektor);NA;NA;NA;Békés;2;0
Gyor;28900;67;2;NA;gáz (konvektor);NA;NA;NA;Gyor-Moson-Sopron;2;0
Gyor;21490;55;2;NA;távfűtés;NA;NA;NA;Gyor-Moson-Sopron;2;0
Budapest IX ker;43900;48;2;tégla;NA;NA;jó állapotú;NA;Budapest;2;0
Budapest VIII ker;57900;58;2;tégla;villany;NA;felújított;NA;Budapest;2;0
Szeged;23000;52;2;tégla;gáz (cirko);NA;NA;NA;Csongrád;2;0
Pécs;4290;36;2;tégla;egyéb;NA;NA;nincs;Baranya;2;0
Budapest XIV ker;32900;62;2;tégla;központi;NA;jó állapotú;NA;Budapest;2;0
Budapest II ker;50900;60;2;tégla;gáz (cirko);NA;jó állapotú;NA;Budapest;2;0
Budapest XVI ker;34900;50;2;NA;gáz (cirko);NA;felújított;NA;Budapest;2;0
Budapest XIII ker;49600;45;2;tégla;NA;NA;NA;van;Budapest;2;0
Miskolc;14500;55;2;panel;távfűtés;NA;NA;nincs;Borsod-Abaúj-Zemplén;2;0
Miskolc;11500;52;2;tégla;gáz (konvektor);NA;NA;nincs;Borsod-Abaúj-Zemplén;2;0
Budapest XIII ker;57900;80;2;tégla;távfűtés;NA;felújítandó;NA;Budapest;2;0
Gyöngyös;13000;55;2;tégla;gáz (konvektor);NA;NA;nincs;Heves;2;0
Budapest VIII ker;29900;44;2;tégla;gáz (cirko);NA;felújított;NA;Budapest;2;0
Budapest IV ker;27500;57;2;tégla;gáz (konvektor);NA;jó állapotú;NA;Budapest;2;0
Budapest II ker;49300;52;2;tégla;gáz (cirko);NA;jó állapotú;NA;Budapest;2;0
Komló;4980;39;2;tégla;távfűtés;NA;NA;nincs;Baranya;2;0
